日期,时间,经度方向,经度,纬度方向,纬度,海拔,速率,航向,卫星数量
2017年5月10日,9时32分38秒,E,11141.856,N,4047.533,1108米,22.22公里／小时,航向:253.6,05颗
2017年5月10日,9时32分39秒,E,11141.852,N,4047.532,1106米,20.37公里／小时,航向:254.3,05颗
2017年5月10日,9时32分39秒,E,11141.852,N,4047.532,1106米,20.37公里／小时,航向:254.3,05颗
2017年5月10日,9时32分41秒,E,11141.837,N,4047.557,1181米,22.22公里／小时,航向:252.0,06颗
2017年5月10日,9时32分42秒,E,11141.830,N,4047.563,1199米,22.22公里／小时,航向:255.4,06颗
2017年5月10日,9时32分43秒,E,11141.826,N,4047.561,1195米,25.93公里／小时,航向:257.0,06颗
2017年5月10日,9时32分44秒,E,11141.821,N,4047.560,1194米,25.93公里／小时,航向:258.9,06颗
2017年5月10日,9时32分45秒,E,11141.815,N,4047.559,1192米,25.93公里／小时,航向:260.2,06颗
2017年5月10日,9时32分46秒,E,11141.810,N,4047.560,1194米,25.93公里／小时,航向:259.4,06颗
2017年5月10日,9时32分47秒,E,11141.806,N,4047.558,1195米,24.08公里／小时,航向:252.7,06颗
2017年5月10日,9时32分48秒,E,11141.800,N,4047.558,1196米,25.93公里／小时,航向:257.7,06颗
2017年5月10日,9时32分49秒,E,11141.796,N,4047.555,1184米,25.93公里／小时,航向:259.9,07颗
2017年5月10日,9时32分50秒,E,11141.791,N,4047.551,1174米,25.93公里／小时,航向:258.7,07颗
2017年5月10日,9时32分51秒,E,11141.787,N,4047.549,1167米,22.22公里／小时,航向:254.0,07颗
2017年5月10日,9时32分52秒,E,11141.783,N,4047.547,1162米,20.37公里／小时,航向:254.8,08颗
2017年5月10日,9时32分53秒,E,11141.779,N,4047.548,1159米,18.52公里／小时,航向:259.7,08颗
2017年5月10日,9时32分54秒,E,11141.776,N,4047.547,1151米,16.67公里／小时,航向:273.7,08颗
2017年5月10日,9时32分55秒,E,11141.771,N,4047.547,1147米,16.67公里／小时,航向:298.6,08颗
2017年5月10日,9时32分56秒,E,11141.769,N,4047.549,1147米,20.37公里／小时,航向:327.2,08颗
2017年5月10日,9时32分57秒,E,11141.767,N,4047.552,1147米,24.08公里／小时,航向:338.5,08颗
2017年5月10日,9时32分58秒,E,11141.766,N,4047.556,1146米,29.63公里／小时,航向:341.1,08颗
2017年5月10日,9时32分59秒,E,11141.764,N,4047.560,1145米,33.34公里／小时,航向:340.4,08颗
2017年5月10日,9时33分0秒,E,11141.762,N,4047.565,1144米,37.04公里／小时,航向:339.9,08颗
2017年5月10日,9时33分1秒,E,11141.759,N,4047.571,1144米,40.74公里／小时,航向:339.6,08颗
2017年5月10日,9时33分2秒,E,11141.757,N,4047.577,1143米,40.74公里／小时,航向:339.2,08颗
2017年5月10日,9时33分3秒,E,11141.754,N,4047.583,1142米,42.60公里／小时,航向:338.7,08颗
2017年5月10日,9时33分4秒,E,11141.751,N,4047.589,1142米,40.74公里／小时,航向:339.4,08颗
2017年5月10日,9时33分5秒,E,11141.748,N,4047.595,1142米,40.74公里／小时,航向:339.1,08颗
2017年5月10日,9时33分6秒,E,11141.746,N,4047.601,1142米,38.89公里／小时,航向:339.9,08颗
2017年5月10日,9时33分7秒,E,11141.743,N,4047.607,1142米,38.89公里／小时,航向:340.3,08颗
2017年5月10日,9时33分8秒,E,11141.741,N,4047.613,1141米,37.04公里／小时,航向:341.2,08颗
2017年5月10日,9时33分9秒,E,11141.738,N,4047.618,1142米,33.34公里／小时,航向:342.0,08颗
2017年5月10日,9时33分10秒,E,11141.737,N,4047.623,1141米,29.63公里／小时,航向:342.1,08颗
2017年5月10日,9时33分11秒,E,11141.735,N,4047.627,1140米,25.93公里／小时,航向:342.6,09颗
2017年5月10日,9时33分12秒,E,11141.734,N,4047.631,1140米,24.08公里／小时,航向:342.9,09颗
2017年5月10日,9时33分13秒,E,11141.733,N,4047.634,1139米,20.37公里／小时,航向:343.2,09颗
2017年5月10日,9时33分14秒,E,11141.732,N,4047.637,1139米,16.67公里／小时,航向:343.4,09颗
2017年5月10日,9时33分15秒,E,11141.731,N,4047.639,1139米,14.82公里／小时,航向:343.5,10颗
2017年5月10日,9时33分16秒,E,11141.730,N,4047.641,1140米,12.96公里／小时,航向:343.4,08颗
2017年5月10日,9时33分17秒,E,11141.730,N,4047.643,1139米,12.96公里／小时,航向:343.3,08颗
2017年5月10日,9时33分18秒,E,11141.729,N,4047.645,1139米,11.11公里／小时,航向:343.0,08颗
2017年5月10日,9时33分19秒,E,11141.728,N,4047.646,1138米,9.26公里／小时,航向:343.0,08颗
2017年5月10日,9时33分20秒,E,11141.728,N,4047.647,1137米,5.56公里／小时,航向:338.0,08颗
2017年5月10日,9时33分21秒,E,11141.727,N,4047.648,1137米,3.70公里／小时,航向:338.0,08颗
2017年5月10日,9时33分22秒,E,11141.727,N,4047.648,1136米,1.85公里／小时,航向:338.0,08颗
2017年5月10日,9时33分23秒,E,11141.727,N,4047.648,1135米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分24秒,E,11141.727,N,4047.648,1135米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分25秒,E,11141.721,N,4047.617,1132米,1.85公里／小时,航向:338.0,10颗
2017年5月10日,9时33分26秒,E,11141.720,N,4047.617,1128米,1.85公里／小时,航向:338.0,09颗
2017年5月10日,9时33分27秒,E,11141.721,N,4047.617,1122米,1.85公里／小时,航向:338.0,09颗
2017年5月10日,9时33分28秒,E,11141.722,N,4047.618,1119米,1.85公里／小时,航向:338.0,09颗
2017年5月10日,9时33分29秒,E,11141.722,N,4047.618,1115米,1.85公里／小时,航向:338.0,09颗
2017年5月10日,9时33分30秒,E,11141.723,N,4047.618,1113米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分31秒,E,11141.726,N,4047.617,1101米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分32秒,E,11141.728,N,4047.616,1092米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分33秒,E,11141.734,N,4047.617,1071米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分34秒,E,11141.736,N,4047.617,1063米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分35秒,E,11141.736,N,4047.617,1062米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分36秒,E,11141.736,N,4047.618,1061米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分37秒,E,11141.736,N,4047.618,1060米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分38秒,E,11141.735,N,4047.619,1060米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分39秒,E,11141.735,N,4047.620,1059米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分40秒,E,11141.735,N,4047.620,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分41秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分42秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分43秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分44秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分45秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分46秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分47秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分48秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分49秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分50秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分51秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分52秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分53秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分54秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分55秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分56秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时33分57秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分58秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时33分59秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时34分0秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,10颗
2017年5月10日,9时34分1秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分2秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分3秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分4秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分5秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分6秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分7秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分8秒,E,11141.735,N,4047.621,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分9秒,E,11141.734,N,4047.622,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分10秒,E,11141.734,N,4047.622,1058米,0.00公里／小时,航向:338.0,09颗
2017年5月10日,9时34分11秒,E,11141.734,N,4047.623,1058米,1.85公里／小时,航向:338.0,10颗
2017年5月10日,9时34分12秒,E,11141.734,N,4047.623,1058米,1.85公里／小时,航向:338.0,10颗
2017年5月10日,9时34分13秒,E,11141.734,N,4047.623,1058米,1.85公里／小时,航向:338.0,10颗
2017年5月10日,9时34分14秒,E,11141.734,N,4047.624,1058米,3.70公里／小时,航向:338.0,10颗
2017年5月10日,9时34分15秒,E,11141.733,N,4047.624,1058米,5.56公里／小时,航向:339.1,10颗
2017年5月10日,9时34分16秒,E,11141.733,N,4047.626,1058米,1.85公里／小时,航向:340.7,10颗
2017年5月10日,9时34分17秒,E,11141.733,N,4047.626,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分18秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分19秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分20秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分21秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分22秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分23秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,08颗
2017年5月10日,9时34分24秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分25秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分26秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分27秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,09颗
2017年5月10日,9时34分28秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分29秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分30秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分31秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分32秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分33秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分34秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分35秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分36秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分37秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分38秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分39秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:340.7,10颗
2017年5月10日,9时34分40秒,E,11141.733,N,4047.627,1058米,0.00公里／小时,航向:337.5,10颗
2017年5月10日,9时34分41秒,E,11141.733,N,4047.627,1057米,0.00公里／小时,航向:349.7,10颗
2017年5月10日,9时34分42秒,E,11141.733,N,4047.627,1057米,0.00公里／小时,航向:348.5,10颗
2017年5月10日,9时34分43秒,E,11141.733,N,4047.627,1057米,0.00公里／小时,航向:347.2,10颗
2017年5月10日,9时34分44秒,E,11141.732,N,4047.628,1058米,1.85公里／小时,航向:348.9,10颗
2017年5月10日,9时34分45秒,E,11141.732,N,4047.628,1057米,1.85公里／小时,航向:340.0,10颗
2017年5月10日,9时34分46秒,E,11141.732,N,4047.628,1057米,1.85公里／小时,航向:341.0,10颗
2017年5月10日,9时34分47秒,E,11141.731,N,4047.629,1057米,3.70公里／小时,航向:341.4,09颗
2017年5月10日,9时34分48秒,E,11141.731,N,4047.630,1057米,7.41公里／小时,航向:339.1,09颗
2017年5月10日,9时34分49秒,E,11141.729,N,4047.631,1057米,9.26公里／小时,航向:337.8,09颗
2017年5月10日,9时34分50秒,E,11141.729,N,4047.633,1057米,12.96公里／小时,航向:337.0,09颗
2017年5月10日,9时34分51秒,E,11141.727,N,4047.635,1058米,12.96公里／小时,航向:336.4,09颗
2017年5月10日,9时34分52秒,E,11141.726,N,4047.637,1058米,14.82公里／小时,航向:335.9,09颗
2017年5月10日,9时34分53秒,E,11141.724,N,4047.640,1058米,16.67公里／小时,航向:335.1,09颗
2017年5月10日,9时34分54秒,E,11141.722,N,4047.642,1058米,16.67公里／小时,航向:334.8,09颗
2017年5月10日,9时34分55秒,E,11141.721,N,4047.645,1058米,14.82公里／小时,航向:335.7,09颗
2017年5月10日,9时34分56秒,E,11141.720,N,4047.647,1058米,16.67公里／小时,航向:337.2,09颗
2017年5月10日,9时34分57秒,E,11141.719,N,4047.649,1058米,14.82公里／小时,航向:338.4,09颗
2017年5月10日,9时34分58秒,E,11141.718,N,4047.651,1058米,14.82公里／小时,航向:340.7,09颗
2017年5月10日,9时34分59秒,E,11141.717,N,4047.654,1058米,18.52公里／小时,航向:343.2,10颗
2017年5月10日,9时35分0秒,E,11141.716,N,4047.657,1058米,20.37公里／小时,航向:345.1,10颗
2017年5月10日,9时35分1秒,E,11141.715,N,4047.660,1057米,22.22公里／小时,航向:345.6,10颗
2017年5月10日,9时35分2秒,E,11141.714,N,4047.664,1057米,22.22公里／小时,航向:346.5,10颗
2017年5月10日,9时35分3秒,E,11141.713,N,4047.667,1057米,22.22公里／小时,航向:345.5,10颗
2017年5月10日,9时35分4秒,E,11141.711,N,4047.670,1058米,22.22公里／小时,航向:343.8,09颗
2017年5月10日,9时35分5秒,E,11141.709,N,4047.674,1057米,22.22公里／小时,航向:342.7,10颗
2017年5月10日,9时35分6秒,E,11141.708,N,4047.677,1057米,22.22公里／小时,航向:342.1,09颗
2017年5月10日,9时35分7秒,E,11141.707,N,4047.680,1057米,20.37公里／小时,航向:341.1,09颗
2017年5月10日,9时35分8秒,E,11141.705,N,4047.683,1057米,20.37公里／小时,航向:340.8,09颗
2017年5月10日,9时35分9秒,E,11141.704,N,4047.686,1057米,16.67公里／小时,航向:341.0,09颗
2017年5月10日,9时35分10秒,E,11141.704,N,4047.688,1058米,14.82公里／小时,航向:340.9,09颗
2017年5月10日,9时35分11秒,E,11141.703,N,4047.690,1058米,16.67公里／小时,航向:341.5,09颗
2017年5月10日,9时35分12秒,E,11141.702,N,4047.693,1057米,16.67公里／小时,航向:342.1,09颗
2017年5月10日,9时35分13秒,E,11141.701,N,4047.695,1057米,14.82公里／小时,航向:343.1,09颗
2017年5月10日,9时35分14秒,E,11141.701,N,4047.697,1057米,11.11公里／小时,航向:342.0,09颗
2017年5月10日,9时35分15秒,E,11141.700,N,4047.699,1057米,9.26公里／小时,航向:341.7,09颗
2017年5月10日,9时35分16秒,E,11141.700,N,4047.700,1056米,7.41公里／小时,航向:343.9,09颗
2017年5月10日,9时35分17秒,E,11141.699,N,4047.701,1056米,3.70公里／小时,航向:343.9,09颗
2017年5月10日,9时35分18秒,E,11141.700,N,4047.702,1056米,3.70公里／小时,航向:343.9,09颗
2017年5月10日,9时35分19秒,E,11141.700,N,4047.702,1057米,3.70公里／小时,航向:343.9,09颗
2017年5月10日,9时35分20秒,E,11141.701,N,4047.703,1057米,5.56公里／小时,航向:333.9,09颗
2017年5月10日,9时35分21秒,E,11141.700,N,4047.704,1057米,9.26公里／小时,航向:334.5,08颗
2017年5月10日,9时35分22秒,E,11141.700,N,4047.706,1057米,16.67公里／小时,航向:335.5,08颗
2017年5月10日,9时35分23秒,E,11141.699,N,4047.710,1057米,24.08公里／小时,航向:336.1,08颗
2017年5月10日,9时35分24秒,E,11141.698,N,4047.713,1057米,24.08公里／小时,航向:336.7,08颗
2017年5月10日,9时35分25秒,E,11141.697,N,4047.716,1057米,16.67公里／小时,航向:339.7,08颗
2017年5月10日,9时35分26秒,E,11141.696,N,4047.718,1057米,7.41公里／小时,航向:347.2,08颗
2017年5月10日,9时35分27秒,E,11141.696,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分28秒,E,11141.696,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分29秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分30秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分31秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分32秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分33秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分34秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分35秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分36秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分37秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分38秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分39秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分40秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分41秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分42秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分43秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分44秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分45秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分46秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分47秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分48秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分49秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分50秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分51秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分52秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分53秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,07颗
2017年5月10日,9时35分54秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分55秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分56秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分57秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分58秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时35分59秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分0秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,09颗
2017年5月10日,9时36分1秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,09颗
2017年5月10日,9时36分2秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,09颗
2017年5月10日,9时36分3秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分4秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分5秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分6秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分7秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
2017年5月10日,9时36分8秒,E,11141.695,N,4047.719,1057米,0.00公里／小时,航向:347.2,08颗
